6,13,15,6
6,13,20,9
6,13,25,7
6,13,30,15
6,13,35,14
6,13,40,12
6,13,45,14
6,13,50,22
6,13,55,15
6,13,55,8
6,14,0,25
6,14,5,18
6,14,10,20
6,14,15,29
6,14,20,17
6,14,25,25
6,14,30,19
6,14,35,7
6,14,40,19
6,14,45,13
6,14,50,21
6,14,55,13
6,14,55,10
6,15,0,11
6,15,5,17
6,15,10,11
6,15,15,12
6,15,20,4
6,15,25,13
6,15,30,11
6,15,35,10
6,15,40,10
6,15,45,15
6,15,50,22
6,15,55,16
6,15,55,1
6,16,0,10
6,16,5,10
6,16,10,9
6,16,15,9
6,16,20,19
6,16,25,18
6,16,30,14
6,16,35,4
6,16,40,10
6,16,45,14
6,16,50,14
6,16,55,10
6,16,55,4
6,17,0,8
6,17,5,7
6,17,10,7
6,17,15,3
6,17,20,2
6,17,25,7
6,17,30,1
6,17,35,1
6,17,40,2
6,17,45,1
6,17,50,2
6,17,55,5
6,18,0,1
6,18,5,2
6,18,25,1
6,18,35,2
6,18,40,1
6,18,45,1
6,18,50,1
6,19,20,1
6,19,35,1
6,19,50,1
6,20,10,1
6,20,15,1
6,20,20,1
6,20,25,1
6,20,30,2
6,21,0,1
6,21,40,1
6,22,5,1
6,22,40,1
7,5,5,1
7,6,30,1
7,7,5,1
7,7,10,1
7,7,30,1
7,7,35,1
7,7,40,2
7,7,45,2
7,7,50,2
7,7,55,2
7,8,0,3
7,8,5,3
7,8,10,8
7,8,15,8
7,8,20,11
7,8,25,11
7,8,30,12
7,8,35,19
7,8,40,15
7,8,45,14
7,8,50,24
7,8,55,23
7,8,55,14
7,9,0,18
7,9,5,24
7,9,10,8
7,9,15,10
7,9,20,18
7,9,25,11
7,9,30,10
7,9,35,14
7,9,40,15
7,9,45,12
7,9,50,17
7,9,55,13
7,9,55,4
7,10,0,12
7,10,5,14
7,10,10,11
7,10,15,9
7,10,20,13
7,10,25,7
7,10,30,4
7,10,35,5
7,10,40,17
7,10,45,19
7,10,50,25
7,10,55,17
7,10,55,7
7,11,0,18
7,11,5,12
7,11,10,9
7,11,15,3
7,11,20,8
7,11,25,7
7,11,30,9
7,11,35,1
7,11,40,9
7,11,45,7
7,11,50,16
7,11,55,9
7,11,55,4
7,12,0,10
7,12,5,8
7,12,10,11
7,12,15,6
7,12,20,5
7,12,25,5
7,12,30,3
7,12,35,7
7,12,40,9
7,12,45,13
7,12,50,16
7,12,55,7
7,12,55,3
7,13,0,17
7,13,5,10
7,13,10,10
7,13,15,7
7,13,20,10
7,13,25,15
7,13,30,3
7,13,35,6
7,13,40,10
7,13,45,15
7,13,50,11
7,13,55,21
7,13,55,7
7,14,0,16
7,14,5,12
7,14,10,16
7,14,15,5
7,14,20,18
7,14,25,4
7,14,30,14
7,14,35,11
7,14,40,19
7,14,45,8
7,14,50,21
7,14,55,11
7,14,55,3
7,15,0,23
7,15,5,13
7,15,10,12
7,15,15,8
7,15,20,6
7,15,25,11
7,15,30,7
7,15,35,8
7,15,40,20
7,15,45,12
7,15,50,17
7,15,55,12
7,15,55,4
7,16,0,22
7,16,5,14
7,16,10,10
7,16,15,8
7,16,20,11
7,16,25,10
7,16,30,8
7,16,35,9
7,16,40,10
7,16,45,7
7,16,50,9
7,16,55,5
7,16,55,5
7,17,0,5
7,17,5,1
7,17,10,2
7,17,15,8
7,17,20,8
7,17,25,6
7,17,30,4
7,17,35,2
7,17,40,3
7,17,45,2
7,17,50,3
7,17,55,5
7,18,0,2
7,18,5,4
7,18,15,3
7,18,25,2
7,18,30,1
7,18,40,1
7,18,45,1
7,18,50,1
7,18,55,2
7,19,5,1
7,19,10,1
7,19,15,3
7,19,20,1
7,19,25,1
7,19,35,1
7,20,0,1
7,20,20,1
7,20,45,1
7,21,0,1
7,21,35,1
7,22,25,1
7,22,35,1
7,22,40,1
7,23,25,1
8,6,40,1
8,7,10,1
8,7,20,1
8,7,30,3
8,7,40,2
8,7,45,1
8,7,55,2
8,8,0,2
8,8,5,3
8,8,10,4
8,8,15,1
8,8,20,3
8,8,25,4
8,8,30,1
8,8,35,5
8,8,40,8
8,8,45,12
8,8,50,6
8,8,55,7
8,8,55,2
8,9,0,5
8,9,5,4
8,9,10,12
8,9,15,10
8,9,20,4
8,9,25,4
8,9,30,3
8,9,35,3
8,9,40,10
8,9,45,6
8,9,50,9
8,9,55,6
8,9,55,1
8,10,0,1
8,10,5,3
8,10,10,2
8,10,15,3
8,10,25,6
8,10,30,2
8,10,35,3
8,10,40,8
8,10,45,4
8,10,50,11
8,10,55,4
8,10,55,2
8,11,0,15
8,11,5,11
8,11,10,6
8,11,15,2
8,11,20,3
8,11,25,8
8,11,30,9
8,11,35,5
8,11,40,11
8,11,45,13
8,11,50,17
8,11,55,14
8,11,55,2
8,12,0,13
8,12,5,7
8,12,10,7
8,12,15,9
8,12,20,2
8,12,25,2
8,12,30,9
8,12,35,9
8,12,40,7
8,12,45,15
8,12,50,17
8,12,55,10
8,12,55,4
8,13,0,16
8,13,5,15
8,13,10,11
8,13,15,4
8,13,20,4
8,13,25,6
8,13,30,6
8,13,35,8
8,13,40,14
8,13,45,7
8,13,50,10
8,13,55,14
8,13,55,3
8,14,0,17
8,14,5,6
8,14,10,16
8,14,15,11
8,14,20,8
8,14,25,10
8,14,30,11
8,14,35,9
8,14,40,9
8,14,45,11
8,14,50,14
8,14,55,10
8,14,55,4
8,15,0,15
8,15,5,13
8,15,10,15
8,15,15,7
8,15,20,6
8,15,25,16
8,15,30,7
8,15,35,4
8,15,40,17
8,15,45,11
8,15,50,16
8,15,55,19
8,15,55,4
8,16,0,6
8,16,5,7
8,16,10,10
8,16,15,9
8,16,20,10
8,16,25,4
8,16,30,2
8,16,35,3
8,16,40,4
8,16,45,1
8,16,50,12
8,16,55,2
8,16,55,1
8,17,0,8
8,17,5,2
8,17,10,7
8,17,15,3
8,17,20,2
8,17,25,5
8,17,30,4
8,17,40,2
8,17,45,1
8,17,50,3
8,17,55,1
8,18,10,1
8,18,20,2
8,18,25,1
8,18,30,1
8,18,45,1
8,18,50,1
8,18,55,1
8,19,10,1
8,19,20,1
8,19,40,1
8,20,15,1
8,20,30,3
8,20,45,1
8,20,55,1
8,21,10,1
8,21,40,1
8,21,50,1
8,22,25,1
9,7,35,1
9,8,10,3
9,8,15,2
9,8,20,1
9,8,30,1
9,8,35,1
9,8,40,3
9,8,45,4
9,8,50,2
9,8,55,5
9,9,0,4
9,9,5,7
9,9,10,1
9,9,15,2
9,9,20,1
9,9,25,8
9,9,30,14
9,9,35,4
9,9,40,7
9,9,45,2
9,9,50,5
9,9,55,5
9,9,55,1
9,10,0,5
9,10,5,3
9,10,10,4
9,10,15,1
9,10,20,5
9,10,35,1
9,10,40,1
9,10,50,1
9,11,0,2
9,11,15,1
9,11,20,1
9,11,30,2
9,12,5,1
9,12,10,1
9,12,15,3
9,12,20,1
9,12,30,1
9,12,45,4
9,12,50,1
9,13,0,5
9,13,5,2
9,13,10,4
9,13,15,3
9,13,20,3
9,13,25,1
9,13,35,6
9,13,40,3
9,13,45,2
9,13,50,2
9,13,55,2
9,14,0,3
9,14,5,4
9,14,10,3
9,14,20,3
9,14,25,3
9,14,30,1
9,14,40,6
9,14,45,1
9,14,50,2
9,14,55,3
9,14,55,2
9,15,0,1
9,15,5,4
9,15,10,3
9,15,15,3
9,15,20,2
9,15,25,2
9,15,35,7
9,15,45,1
9,15,55,2
9,15,55,1
9,16,0,1
9,16,5,2
9,16,10,1
9,16,30,3
9,16,35,4
9,16,40,2
9,16,45,2
9,16,50,1
9,16,55,2
9,17,0,1
9,17,5,3
9,17,10,1
9,17,15,1
9,17,30,1
9,17,35,1
9,17,45,1
9,18,0,1
9,18,20,1
9,18,35,1
9,18,50,1
9,18,55,1
9,19,40,2
9,21,0,1
9,21,20,1
9,22,20,1
9,22,50,1
9,23,30,3
10,8,40,1
10,8,50,2
10,9,0,1
10,9,10,2
10,9,35,1
10,9,45,2
10,9,50,2
10,9,55,3
10,9,55,1
10,10,0,1
10,10,5,3
10,10,10,4
10,10,15,3
10,10,25,1
10,10,30,1
10,10,35,1
10,11,5,1
10,11,10,2
10,11,35,1
10,12,25,1
10,12,40,3
10,12,45,1
10,12,50,1
10,12,55,2
10,13,10,4
10,13,20,2
10,13,30,1
10,13,35,1
10,13,50,3
10,13,55,3
10,14,0,2
10,14,5,4
10,14,15,1
10,14,20,4
